record_id,protocol_id,scenario,controller,group_type,group_id,training_seed_if_applicable,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,checkpoint_sha256
classicalref__static_clutter__CA-GAT-MAPPO__g3__ep04,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,3,3,4,4,ON,0.1,1,0,0,N/A,33.598525,38.015378,0.657389,18.0807,21.4877,0.8414,0.732981,0.667579,N/A,0.2117852,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6
classicalref__static_clutter__CA-GAT-MAPPO__g3__ep05,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,3,3,5,4,ON,0.1,1,0,0,N/A,33.783968,37.259303,0.621398,18.0372,21.2377,0.8493,0.751512,0.647991,N/A,0.21016837,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6
classicalref__static_clutter__CA-GAT-MAPPO__g3__ep06,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,3,3,6,4,ON,0.1,1,0,0,N/A,34.474962,36.082915,0.654138,17.8956,21.3002,0.8402,0.730714,0.629284,N/A,0.20890719,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6
classicalref__static_clutter__CA-GAT-MAPPO__g3__ep07,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,3,3,7,4,ON,0.1,1,0,0,N/A,32.870497,36.974748,0.691865,17.5222,21.3627,0.8202,0.741879,0.63787,N/A,0.20957762,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6
classicalref__static_clutter__CA-GAT-MAPPO__g3__ep08,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,3,3,8,4,ON,0.1,1,0,0,N/A,34.66144,38.476936,0.676646,17.8549,21.0502,0.8482,0.754117,0.669369,N/A,0.20882835,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6
classicalref__static_clutter__CA-GAT-MAPPO__g3__ep09,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,3,3,9,4,ON,0.1,1,0,0,N/A,33.454683,38.226254,0.574141,17.5528,21.1752,0.8289,0.756233,0.621631,N/A,0.21478179,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep00,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,0,4,ON,0.1,1,0,0,N/A,34.727894,38.259686,0.674032,17.8302,21.2377,0.8396,0.731332,0.656924,N/A,0.20695916,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep01,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,1,4,ON,0.1,1,0,0,N/A,33.856991,34.900989,0.725402,17.8351,21.2377,0.8398,0.746879,0.648339,N/A,0.20541863,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep02,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,2,4,ON,0.1,1,0,0,N/A,36.312569,39.931977,0.731718,17.5066,21.4252,0.8171,0.755199,0.632624,N/A,0.2064606,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep03,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,3,4,ON,0.1,1,0,0,N/A,33.139108,34.83547,0.568138,18.008,21.1127,0.8529,0.73505,0.679382,N/A,0.20630095,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep04,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,4,4,ON,0.1,1,0,0,N/A,32.811421,37.175026,0.611873,17.6007,21.2377,0.8287,0.732486,0.667456,N/A,0.20482343,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep05,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,5,4,ON,0.1,1,0,0,N/A,32.402172,35.233064,0.694202,17.6816,21.1752,0.835,0.742643,0.65542,N/A,0.20608139,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep06,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,6,4,ON,0.1,1,0,0,N/A,35.615629,36.210145,0.636606,17.9357,21.3002,0.842,0.7638,0.669425,N/A,0.20861443,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep07,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,7,4,ON,0.1,1,0,0,N/A,33.760365,37.130599,0.727963,17.9216,21.1752,0.8463,0.737116,0.675913,N/A,0.20434369,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep08,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,8,4,ON,0.1,1,0,0,N/A,35.441806,36.953758,0.597165,17.6092,21.3627,0.8243,0.754332,0.622894,N/A,0.20395162,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g4__ep09,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,4,4,9,4,ON,0.1,1,0,0,N/A,33.982175,38.338878,0.620599,18.0171,21.3627,0.8434,0.756097,0.635483,N/A,0.20910328,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep00,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,0,4,ON,0.1,1,0,0,N/A,33.197846,36.573912,0.379039,17.6925,21.2377,0.8331,0.746887,0.671409,N/A,0.21595072,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep01,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,1,4,ON,0.1,1,0,0,N/A,33.365605,38.014351,0.552877,17.884,21.1752,0.8446,0.745538,0.663324,N/A,0.21598245,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep02,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,2,4,ON,0.1,1,0,0,N/A,34.495157,36.030291,0.563734,17.5199,21.1752,0.8274,0.75524,0.641727,N/A,0.21396152,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep03,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,3,4,ON,0.1,1,0,0,N/A,34.635365,36.372737,0.434412,17.8573,21.3002,0.8384,0.761254,0.665448,N/A,0.21680399,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep04,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,4,4,ON,0.1,1,0,0,N/A,35.422135,37.63058,0.513222,17.3319,21.1127,0.8209,0.751135,0.655112,N/A,0.21582876,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep05,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,5,4,ON,0.1,1,0,0,N/A,32.052866,37.627218,0.523456,17.6262,21.1127,0.8349,0.734682,0.647535,N/A,0.21662331,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep06,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,6,4,ON,0.1,1,0,0,N/A,33.516595,36.701317,0.405593,17.8125,21.3002,0.8363,0.763471,0.642538,N/A,0.21421013,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep07,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,7,4,ON,0.1,1,0,0,N/A,34.155873,35.693404,0.489537,18.0595,21.1127,0.8554,0.732816,0.634719,N/A,0.21732051,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep08,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,8,4,ON,0.1,1,0,0,N/A,33.845437,35.213508,0.54219,17.8984,21.3002,0.8403,0.748683,0.647879,N/A,0.21481923,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g5__ep09,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,5,5,9,4,ON,0.1,1,0,0,N/A,34.096948,37.162809,0.398947,17.5641,21.1752,0.8295,0.768157,0.629773,N/A,0.21531054,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep00,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,0,4,ON,0.1,1,0,0,N/A,35.546304,36.475127,0.554401,17.9666,21.1752,0.8485,0.749685,0.649724,N/A,0.20596873,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep01,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,1,4,ON,0.1,1,0,0,N/A,32.825464,37.80866,0.702377,17.8728,21.1127,0.8465,0.732273,0.637177,N/A,0.21298776,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep02,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,2,4,ON,0.1,1,0,0,N/A,31.459504,35.577479,0.595508,17.616,21.2377,0.8295,0.731116,0.671471,N/A,0.20843804,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep03,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,3,4,ON,0.1,1,0,0,N/A,33.201655,35.520978,0.613232,17.8831,21.3002,0.8396,0.736668,0.667689,N/A,0.20757675,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep04,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,4,4,ON,0.1,1,0,0,N/A,36.876107,37.431736,0.593491,17.5402,21.1127,0.8308,0.755681,0.679492,N/A,0.2105054,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep05,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,5,4,ON,0.1,1,0,0,N/A,36.811379,38.187659,0.469555,17.8265,21.2377,0.8394,0.762984,0.660858,N/A,0.20694819,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep06,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,6,4,ON,0.1,1,0,0,N/A,34.861017,37.641915,0.68934,17.7234,21.1752,0.837,0.768902,0.669356,N/A,0.20994698,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep07,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,7,4,ON,0.1,1,0,0,N/A,34.967402,35.905646,0.552563,17.963,21.3002,0.8433,0.732509,0.669107,N/A,0.20762908,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep08,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,8,4,ON,0.1,1,0,0,N/A,33.969826,35.723389,0.518487,17.9509,21.3002,0.8428,0.753991,0.678895,N/A,0.20438983,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g6__ep09,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,6,6,9,4,ON,0.1,1,0,0,N/A,34.313573,36.924175,0.690058,17.6146,21.1127,0.8343,0.735641,0.662973,N/A,0.21121824,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep00,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,0,4,ON,0.1,1,0,0,N/A,34.100635,35.636586,0.497236,17.7149,21.3627,0.8292,0.745657,0.623426,N/A,0.20819373,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep01,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,1,4,ON,0.1,1,0,0,N/A,33.104226,35.397022,0.525397,17.49,21.1127,0.8284,0.748673,0.639055,N/A,0.2064672,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep02,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,2,4,ON,0.1,1,0,0,N/A,34.060204,34.130746,0.570266,17.7807,21.1752,0.8397,0.748838,0.660783,N/A,0.20707635,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep03,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,3,4,ON,0.1,1,0,0,N/A,33.966493,35.156642,0.51141,17.5751,21.2377,0.8275,0.763967,0.65178,N/A,0.20998403,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep04,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,4,4,ON,0.1,1,0,0,N/A,32.816632,37.510604,0.43112,17.9497,21.3627,0.8402,0.768736,0.638783,N/A,0.20686578,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep05,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,5,4,ON,0.1,1,0,0,N/A,36.019126,36.784023,0.471187,17.5768,21.1127,0.8325,0.754028,0.625668,N/A,0.20635784,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep06,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,6,4,ON,0.1,1,0,0,N/A,31.625899,37.072922,0.358362,17.8084,21.3002,0.8361,0.769063,0.650438,N/A,0.20660269,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep07,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,7,4,ON,0.1,1,0,0,N/A,32.326684,34.45744,0.366618,17.3421,21.3627,0.8118,0.767743,0.626565,N/A,0.20664204,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep08,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,8,4,ON,0.1,1,0,0,N/A,34.087877,35.962038,0.462817,17.7483,21.0502,0.8431,0.760913,0.65793,N/A,0.20767567,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__static_clutter__CA-GAT-MAPPO__g7__ep09,classical_control_reference,static_clutter,CA-GAT-MAPPO,training_checkpoint,7,7,9,4,ON,0.1,1,0,0,N/A,33.593273,38.184914,0.550651,17.577,21.2377,0.8276,0.748391,0.662404,N/A,0.21018881,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep00,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,0,4,ON,0.1,1,0,0,0,32.222457,32.497457,0.857372,13.3288,12.8192,1.0398,0.912453,0.68515,0.81187,0.22839965,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep01,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,1,4,ON,0.1,1,0,0,0,30.864105,33.824326,1.140272,13.9417,12.8118,1.0882,0.948954,0.695957,0.889875,0.23400001,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep02,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,2,4,ON,0.1,1,0,0,0,31.291733,34.424557,0.859111,14.0806,12.8112,1.0991,0.910572,0.707256,0.879534,0.2295602,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep03,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,3,4,ON,0.1,1,0,0,0,33.946443,34.633337,0.866817,13.7394,12.8058,1.0729,0.911069,0.65928,0.842192,0.2300301,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep04,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,4,4,ON,0.1,1,0,0,0,32.062873,32.685855,1.045625,13.422,12.825,1.0465,0.930178,0.704781,0.856296,0.23417477,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep05,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,5,4,ON,0.1,1,0,0,0,31.516714,34.7247,1.062408,13.3782,12.8106,1.0443,0.945724,0.678268,0.836672,0.2353713,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep06,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,6,4,ON,0.1,1,0,0,0,30.750437,32.249686,0.977461,13.8357,12.7812,1.0825,0.944593,0.697439,0.879856,0.23346093,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep07,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,7,4,ON,0.1,1,0,0,0,29.823921,34.999366,0.984098,14.0338,12.804,1.096,0.94629,0.659711,0.873928,0.23111051,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep08,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,8,4,ON,0.1,1,0,0,0,31.410266,34.17876,1.021204,13.9906,12.8087,1.0923,0.925297,0.652145,0.820368,0.23656113,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g0__ep09,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,0,0,9,4,ON,0.1,1,0,0,0,30.668594,32.868435,0.930837,13.551,12.8135,1.0576,0.929309,0.664329,0.847271,0.23381034,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep00,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,0,4,ON,0.1,1,0,0,0,30.806543,32.507134,1.04134,13.7654,12.8146,1.0742,0.946223,0.675128,0.898146,0.26861171,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep01,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,1,4,ON,0.1,1,0,0,0,29.827146,32.882091,1.320979,13.7043,12.8038,1.0703,0.925114,0.68329,0.865003,0.26493717,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep02,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,2,4,ON,0.1,1,0,0,0,29.08799,32.124441,1.111766,13.6456,12.802,1.0659,0.918891,0.664268,0.834336,0.26089438,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep03,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,3,4,ON,0.1,1,0,0,0,33.096333,35.409983,1.146026,13.5864,12.8151,1.0602,0.936733,0.660871,0.868681,0.26345839,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep04,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,4,4,ON,0.1,1,0,0,0,31.279864,33.578457,0.97558,13.3158,12.8093,1.0395,0.930144,0.679998,0.886307,0.26409404,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep05,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,5,4,ON,0.1,1,0,0,0,30.709409,33.849085,1.048306,14.034,12.817,1.095,0.912926,0.676239,0.86242,0.26505465,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep06,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,6,4,ON,0.1,1,0,0,0,30.705155,33.744511,1.065537,13.7098,12.8254,1.069,0.911244,0.702915,0.839986,0.26135941,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep07,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,7,4,ON,0.1,1,0,0,0,30.454692,32.547475,1.140536,14.0281,12.8021,1.0958,0.925976,0.691288,0.854681,0.26506642,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep08,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,8,4,ON,0.1,1,0,0,0,30.955806,33.072807,1.112431,13.61,12.8116,1.0623,0.948084,0.683663,0.869763,0.26457208,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g1__ep09,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,1,1,9,4,ON,0.1,1,0,0,0,32.117754,34.314663,1.127539,13.8833,12.8057,1.0842,0.916915,0.659325,0.830662,0.26204671,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep00,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,0,4,ON,0.1,1,0,0,0,31.750718,34.610648,0.838568,13.7173,12.8041,1.0713,0.929843,0.658295,0.804223,0.25192727,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep01,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,1,4,ON,0.1,1,0,0,0,29.216863,32.027966,0.829799,13.3375,12.8226,1.0402,0.941463,0.657052,0.819078,0.25214074,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep02,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,2,4,ON,0.1,1,0,0,0,30.474062,33.643623,0.617827,14.0285,12.7793,1.0978,0.92616,0.690194,0.832046,0.25404645,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep03,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,3,4,ON,0.1,1,0,0,0,31.828048,33.117935,0.851479,13.8763,12.8008,1.084,0.946663,0.665028,0.88005,0.25286064,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep04,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,4,4,ON,0.1,1,0,0,0,30.566689,33.058494,0.790818,13.7894,12.8317,1.0746,0.91919,0.665181,0.845044,0.25484802,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep05,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,5,4,ON,0.1,1,0,0,0,32.348074,32.50696,0.654131,14.0883,12.8201,1.0989,0.941445,0.692531,0.838022,0.25586802,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
classicalref__dynamic_pedestrians__CA-GAT-MAPPO__g2__ep06,classical_control_reference,dynamic_pedestrians,CA-GAT-MAPPO,training_checkpoint,2,2,6,4,ON,0.1,1,0,0,0,29.632116,34.596927,0.743603,13.9802,12.8368,1.0891,0.91268,0.674732,0.81936,0.25219622,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb
